;;;;;;;;;;;;;;;;;;;Nests Laid on Cousin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;30;53;0;136;114;131;182;209;112;102;594;590;543;376;781;349;439;541;571;583;568;495;492;551;386;266;85;360;246;;;;
SCA 2792;SCA 2795;SCA 2792;SCA 2795;Cousin;29/11/2009;2009;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;1;;;;;;;;;;;;;2;3;1;HB
SCA 2605;SCA 2606;SCA 2605;SCA 2606;Cousin;07/12/2009;2009;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;;;;;;2;2;1;HB
SCA 2753;SCA 2754;SCA 2753;SCA 2754;Cousin;16/10/2009;2009;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;3;;;;1;;;;;3;3;1;HB
SCA 1400;SCA 2721;SCA 1400;SCA 2721;Cousin;19/08/2009;2009;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2;;;;;1;;;;3;2;1;HB
SXX 1735;SXX 1736;SCA 2738 ;SCA 2739;Cousin;21/09/2009;2009;SXX 1735;23/10/2020;SXX 1736;23/10/2020;;;;;;;;;;;;;;;;;;;;;;3;;;;;;3;;;;;2;;;;;3;3;2;HB
SCA 2767;SCA 2768;SCA 2767;SCA 2768;Cousin;23/10/2009;2009;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;4;;;;;;;;;;2;4;2;HB
SCA 2734;SCA 2735;SCA 2734;SCA 2735;Cousin;10/01/2009;2009;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;3;;;3;;;;;;;;3;3;1;HB
SCA 4927;SCA 2720;SCA 2719;SCA 2720;Cousin;08/08/2009;2009;SCA 4927;20/10/2012;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;3;;;;;;;;;3;3;1;HB
SCA 2611;SCA 7078;SCA 2611;SCA 2612;Cousin;07/12/2009;2009;;;SCA 7078;28/11/2013;;;;;;;;;;;;;;;;;;;;;;3;;;;4;;;;5;;;;;;;;3;5;3;HB
SCA 2749;SCA 2750;SCA 2749;SCA 2750;Cousin;22/10/2009;2009;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;3;;;6;;;;1;;;;;4;6;1;HB
SCA 2783;SCA 2784;SCA 2783;SCA 2784;Cousin;22/11/2009;2009;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;1;;;;;;3;1;1;HB
SCA 2627;SCA 2628;SCA 2627;SCA 2628;Cousin;30/12/2009;2009;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;;;1;;;;;;3;2;1;HB
SCA 2762;SCA 2763;SCA 2762;SCA 2763;Cousin;07/11/2009;2009;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;3;;;4;;;;4;;;1;;;5;6;1;HB
SCA 2613;SCA 2614;SCA 2613;SCA 2614;Cousin;08/12/2009;2009;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;4;;;5;;;3;;;;1;;;5;5;1;HB
SCA 2617;SCA 2618;SCA 2617;SCA 2618;Cousin;25/12/2009;2009;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;3;;;;;;;;;;4;3;1;HB
SCA 2730;SCA 2731;SCA 2730;SCA 2731;Cousin;01/01/2009;2009;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;2;;4;;3;;2;;;;;6;4;1;HB
SCA 2601;SCA 2602;SCA 2601;SCA 2602;Cousin;24/11/2009;2009;;;;;;;;;;;;;;;;;;;;;;;;;;5;;3;;4;;4;;;5;;1;;;;;6;5;1;HB
;SCA 3102;;SCA 3102;Aldabra;;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;1;1;HB
SCA 3342;SCA 3343;SCA 3342;SCA 3343;Cousine;;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;1;3;3;HB
SCA 2692;SCA 3740;SCA 2692;SCA 3740;Cousin;20/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;1;;;;;2;4;1;HB
SCA 2667;SCA 2668;SCA 2667;SCA 2668;Cousin;17/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;1;3;3;HB
SCA 2694;SCA 2695;SCA 2694;SCA 2695;Cousin;21/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;1;2;2;HB
SCA 2698;SCA 2699;SCA 2698;SCA 2699;Cousin;21/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;1;3;3;HB
SCA 2682;SCA 2683;SCA 2682;SCA 2683;Cousin;23/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;1;4;4;HB
SCA 3464;SCA 3465;SCA 3464;SCA 3465;Cousin;24/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;2;;;;;2;2;1;HB
SCA 3473;SCA 3474;SCA 3473;SCA 3474;Cousin;26/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;1;4;4;HB
SCA 3842;;SCA 3842;;Cousine;;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;1;1;HB
SCA 3862;SCA 3863;SCA 3862;SCA 3863;Cousine;;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;1;1;HB
SCA 4917;SCA 3859;;SCA 3859;Cousine;;2010;SCA 4917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;1;1;HB
SCA 3864;SCA 3867;SCA 3864;SCA 3867;Cousine;;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;2;2;HB
SCA 3838;SCA 3839;SCA 3838;SCA 3839;Cousine;;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;1;2;2;HB
SXX 3107;SXX 3106;SCA 3340;SCA 3341;Cousine;;2010;SXX 3107;14/11/2021;SXX 3106;14/11/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;4;;;;2;4;3;HB
SCA 3870;SCA 3871;SCA 3870;SCA 3871;Cousine;;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;1;4;4;HB
SCA 3304;SCA 3306;SCA 3304;SCA 3306;Cousine;;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 3840;SCA 3841;SCA 3840;SCA 3841;Cousine;;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
;SCA 3372;;SCA 3372;Bird;;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SXX 1147;;SCA 3828;;Cousine;;2010;SXX 1147;27/01/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;1;3;3;HB
SCA 3626;SCA 9173;SCA 3626;SCA 3650;Mahe (Inner Islands);01/01/2010;2010;;;SCA 9173;31/01/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;1;1;HB
SCA 2621;SCA 2622;SCA 2621;SCA 2622;Cousin;02/01/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;1;3;3;HB
SCA 2623;SCA 2624;SCA 2623;SCA 2624;Cousin;06/01/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1;1;HB
SCA 2643;SCA 2644;SCA 2643;SCA 2644;Cousin;20/01/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1;1;HB
SCA 2673;SCA 2676;SCA 2673;SCA 2676;Cousin;01/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 3493;SCA 3494;SCA 3493;SCA 3494;Cousin;02/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 3727;SCA 3728;SCA 3727;SCA 3728;Cousin;03/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 3467;SCA 3468;SCA 3467;SCA 3468;Cousin;04/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;1;5;5;HB
SCA 3734;SCA 3735;SCA 3734;SCA 3735;Cousin;05/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;1;2;2;HB
SCA 3742;SCA 3743;SCA 3742;SCA 3743;Cousin;09/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;1;2;2;HB
SCA 3746;SCA 3747;SCA 3746;SCA 3747;Cousin;09/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 2665;SCA 2666;SCA 2665;SCA 2666;Cousin;12/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;1;3;3;HB
SCA 3741;SCA 3750;SCA 3741;SCA 3750;Cousin;12/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 3744;SCA 3745;SCA 3744;SCA 3745;Cousin;13/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;1;3;3;HB
SCA 3781;SCA 3782;SCA 3781;SCA 3782;Cousin;16/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 3771;SCA 3772;SCA 3771;SCA 3772;Cousin;18/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 3768;SCA 3769;SCA 3768;SCA 3769;Cousin;19/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;1;3;3;HB
SCA 3773;SCA 3774;SCA 3773;SCA 3774;Cousin;19/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 3821;SCA 3788;SCA 3821;SCA 3788;Cousin;19/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;1;2;2;HB
SCA 3789;SCA 3790;SCA 3789;SCA 3790;Cousin;20/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 3324;SCA 3325;SCA 3324;SCA 3325;Cousine;;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 3328;SCA 3329;SCA 3328;SCA 3329;Cousine;;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 3336;SCA 3337;SCA 3336;SCA 3337;Cousine;;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;1;3;3;HB
SCA 3346;SCA 3347;SCA 3346;SCA 3347;Cousine;;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 3350;SCA 3791;SCA 3350;;Cousine;;2010;;;SCA 3791;24/12/2010;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 3800;SCA 3801;SCA 3800;SCA 3801;Cousin;22/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 2650;SCA 2651;SCA 2650;SCA 2651;Cousin;23/10/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 2657;SCA 2658;SCA 2657;SCA 2658;Cousin;25/10/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 3487;SCA 3488;SCA 3487;SCA 3488;Cousin;28/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;1;8;8;HB
SCA 3803;SCA 3804;SCA 3803;SCA 3804;Cousin;28/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;1;2;2;HB
SCA 2674;SCA 2716;SCA 2674;SCA 2716;Cousin;30/10/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;1;;;;;2;3;1;HB
SCA 3482;SCA 3483;SCA 3482;SCA 3483;Cousin;30/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 3490;SCA 3491;SCA 3490;SCA 3491;Cousin;30/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 3814;SCA 3815;SCA 3814;SCA 3815;Cousin;31/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;1;2;2;HB
SCA 3455;SCA 3456;SCA 3455;SCA 3456;Cousin;19/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;;;;;;;;;;2;3;2;HB
SCA 3457;SCA 3458;SCA 3457;SCA 3458;Cousin;21/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;2;1;1;HB
SCA 3459;SCA 3460;SCA 3459;SCA 3460;Cousin;22/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;1;;;;;;;;;;;2;4;1;HB
SCA 3834;SCA 3835;SCA 3834;SCA 3835;Cousine;;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;4;;;;;;;;;2;4;1;HB
SCA 3977;SCA 3976;SCA 3977;SCA 3976;Cousin;;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;;;;;;;2;2;1;HB
SXX 0584;SCA 3832;SCA3832;SCA 3832;Cousine;;2010;SXX 0584;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;2;1;1;HB
SCA 3846;SCA 3847;SCA 3846;SCA 3847;Cousine;;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;2;1;1;HB
SCA 2629;SCA 2630;SCA 2629;SCA 2630;Cousin;01/01/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;2;1;1;HB
SCA 3492;SCA 3497;SCA 3492;SCA 3497;Cousin;01/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;1;;;;;;;;;;;2;4;1;HB
SCA 3495;SCA 3496;SCA 3495;SCA 3496;Cousin;03/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;1;;;;;3;2;1;HB
SCA 3762;SCA 3763;SCA 3762;SCA 3763;Cousin;10/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;5;;;1;;;3;5;1;HB
SXX 1046;SCA 2663;SCA 2664;SCA 2663;Cousin;11/11/2010;2010;SXX 1046;26/11/2017;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;3;;;;;;;;2;3;1;HB
SCA 3764;SCA 3765;SCA 3764;SCA 3765;Cousin;14/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;2;1;1;HB
SCA 3766;SCA 3767;SCA 3766;SCA 3767;Cousin;15/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;3;;;;;;2;3;3;2;HB
SCA 3344;SCA 3345;SCA 3344;SCA 3345;Cousine;2010-2011;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;5;;;;;2;;;;;3;5;1;HB
SCA 2696;SCA 2697;SCA 2696;SCA 2697;Cousin;24/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;4;;;;;4;;3;4;4;HB
SCA 3909;SCA 8803;SCA 3909;SCA 3908;Cousin;25/10/2011;2010;;;SCA 8803;15/10/2014;;;;;;;;;;;;;;;;;;;;;;;;3;;;1;;;;;;2;;;;;3;3;1;HB
SCA 2659;SCA 2660;SCA 2659;SCA 2660;Cousin;27/10/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;2;;;;;;;2;3;2;HB
SCA 3786;SCA 3787;SCA 3786;SCA 3787;Cousin;29/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;2;;;;;;;;2;2;2;HB
SCA 2661;SCA 2662;SCA 2661;SCA 2662;Cousin;31/10/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;1;;;;;;;;;;;;2;3;1;HB
SCA 3778;SCA 3462;SCA 3461;SCA 3462;Cousin;23/11/2010;2010;SCA 3778;22/12/2010;;;;;;;;;;;;;;;;;;;;;;;;;3;;;5;;;;3;;;;;;;;3;5;3;HB
SCA 2625;SCA 2626;SCA 2625;SCA 2626;Cousin;06/01/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;2;;;;;;;;;;;;;3;2;1;HB
SCA 2631;SCA 2632;SCA 2631;SCA 2632;Cousin;10/01/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;2;;;;1;;;;;;3;2;1;HB
SCA 2686;SCA 3484;SCA 2686;SCA 2685;Cousin;01/11/2010;2010;;;SCA 3484;30/11/2010;;;;;;;;;;;;;;;;;;;;;;;6;;;;6;;;;;6;;;;;2;4;6;2;HB
SCA 2669;SCA 2671;SCA 2669;SCA 2671;Cousin;01/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;5;;;;;4;;;;;;3;5;3;HB
SCA 3731;SCA 3732;SCA 3731;SCA 3732;Cousin;03/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;3;;;3;;;;;;;;3;3;2;HB
SXX 1122;SCA 2679;SCA 2678;SCA 2679;Cousin;09/11/2010;2010;SXX 1122;25/12/2017;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;3;;;2;;;;;;;;3;3;1;HB
SCA 3748;SCA 3749;SCA 3748;SCA 3749;Cousin;10/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;1;;;;;1;;;;;;3;3;1;HB
SCA 3752;SCA 3753;SCA 3752;SCA 3753;Cousin;11/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;2;;;;3;;;;;;;4;4;4;2;HB
SXX 0313;SCA 2636;SCA 2635;SCA 2636;Cousin;14/01/2010;2010;SXX 0313;26/01/2016;;;;;;;;;;;;;;;;;;;;;;;;2;;;4;;;5;;;;;2;;;;;4;5;2;HB
SCA 3451;SCA 3452;SCA 3451;SCA 3452;Cousin;17/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;3;;;3;;3;;;1;;;4;3;1;HB
SXX 1957;SCA 2642;SCA 2641;SCA 2642;Cousin;18/01/2010;2010;SXX 1957;10/02/2020;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;3;;;;;1;;;;;;3;3;1;HB
SCA 3776;SCA 3777;SCA 3776;SCA 3777;Cousin;19/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;;1;;;;;;;;;;;3;2;1;HB
SCA 2655;SCA 2656;SCA 2655;SCA 2656;Cousin;23/10/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;1;;;;1;;;;;;;3;4;1;HB
SCA 2687;SCA 2688;SCA 2687;SCA 2688;Cousin;01/11/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;4;;;3;;;3;;;1;;;;5;4;1;HB
SCA 3738;SCA 3739;SCA 3738;SCA 3739;Cousin;06/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;1;;;;;;;4;1;1;HB
SCA 3756;SCA 3757;SCA 3756;SCA 3757;Cousin;13/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;2;;;4;;;;;;4;4;2;HB
SCA 2633;SCA 2634;SCA 2633;SCA 2634;Cousin;17/01/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;1;;4;;;5;;;4;;;;;;;;4;5;1;HB
SCA 3334;SCA 3335;SCA 3334;SCA 3335;Cousine;;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;3;;4;;5;;;;;;;;;4;5;2;HB
SCA 6939;SCA 2653;SCA 2652;SCA 2653;Cousin;28/10/2010;2010;SCA 6939;20/12/2012;;;;;;;;;;;;;;;;;;;;;;;;;5;;4;;;4;;;2;;;;;3;;5;5;2;HB
SXX 3419;SCA 2681;SCA 2680;SCA 2681;Cousin;21/11/2010;2010;SXX 3419;07/11/2022;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;;5;;1;4;;;;1;;;6;5;1;HB
SCA 8846;SXX 0467;SCA 3479;SCA 3480;Cousin;28/11/2010;2010;SCA 8846;26/12/2014;SXX 0467;01/12/2016;;;;;;;;;;;;;;;;;;;;;;;4;;1;;6;;7;;5;;1;;;;;6;7;1;HB
SCA 5090;SCA 2638;SCA 2637;SCA 2638;Cousin;30/01/2010;2010;SCA 5090;30/12/2013;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;3;;;3;;3;;;1;;7;3;1;HB
SCA 3736;SCA 3737;SCA 3736;SCA 3737;Cousin;04/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;3;;4;;1;;;3;;;;;;5;4;1;HB
SCA 2647;SCA 2648;SCA 2647;SCA 2648;Cousin;09/10/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;;4;;3;;;;;;;;;5;4;1;HB
SCA 3783;SCA 3784;SCA 3783;SCA 3784;Cousin;16/12/2010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;3;;3;;4;;5;;;;;1;6;5;1;HB
SXX 3180;SXX 3181;SCA 3320;SCA 3319;Cousine;;2010;SXX 3180;14/12/2021;SXX 3181;14/12/2021;;;;;;;;;;;;;;;;;;;;;;;1;;1;;3;;;5;;3;;1;;;2;7;5;1;HB
SCA 9125;SCA 2640;SCA 2639;SCA 2640;Cousin;05/02/2010;2010;SCA 9125;01/11/2015;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;2;;1;1;1;;1;;;1;;8;2;1;HB
SCA 4995;SCA 4993;SCA 4995;SCA 4993;Cousine;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;2;2;HB
SCA 5351;SCA 5350;SCA 5351;SCA 5350;Aride;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;3;;;;2;3;1;HB
SCA 4955;;SCA 4955;;Cousine;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;1;1;HB
;SCA 4979;;SCA 4979;Cousine;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;1;1;HB
SCA 4924;SCA 4925;SCA 4924;SCA 4925;Cousine;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;1;1;HB
SCA 4985;;SCA 4985;;Cousine;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;1;1;HB
SCA4690;SCA4691;SCA4690;SCA4691;Aldabra;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;1;1;HB
SCA 4999;SCA 7602;SCA 4999;;Cousine;;2011;;;SCA 7602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;2;1;1;HB
SXX 3188;SXX 3189;SCA 4935;SCA 4936;Cousine;;2011;SXX 3188;10/12/2021;SXX 3189;10/12/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;;;;2;2;1;HB
SCA 5358;SCA 5356;SCA 5358;SCA 5356;Aride;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;1;1;HB
SCA 4962;SCA 4963;SCA 4962;SCA 4963;Cousine;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;1;1;HB
SCA 4929;SCA 4930;SCA 4929;SCA 4930;Cousine;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;1;4;4;HB
SCA 5311;;SCA 5311;;Aride;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;1;1;HB
SCA 4958;SCA 4959;SCA 4958;SCA 4959;Cousine;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;1;2;2;HB
SCA 5069;SCA 5070;SCA 5069;SCA 5070;Cousin;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;1;4;4;HB
SCA 5029;SCA 5031;SCA 5029;SCA 5031;Cousin;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;1;4;4;HB
SCA 4163;SCA 4171;SCA 4163;SCA 4171;Desroches;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;1;1;HB
SCA 4966;SCA 4967;SCA 4966;SCA 4967;Cousine;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;1;4;4;HB
SCA 5363;SCA 5362;SCA 5363;SCA 5362;Aride;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;2;1;1;HB
SCA 3938;SCA 3937;SCA 3938;SCA 3937;Cousin;09/11/2011;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;1;4;4;HB
SCA 3816;SCA 3817;SCA 3816;SCA 3817;Cousin;02/01/2011;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;1;;;;;2;4;1;HB
SCA 3818;SCA 3819;SCA 3818;SCA 3819;Cousin;09/01/2011;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 3949;SCA 3950;SCA 3949;SCA 3950;Cousin;11/11/2011;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;1;1;HB
SCA 3872;SCA 3873;SCA 3872;SCA 3873;Cousin;11/12/2011;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2;;2;2;1;HB
SCA 3807;SCA 3808;SCA 3807;SCA 3808;Cousin;12/01/2011;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SXX 0460;SCA 3902;SCA 3903;SCA 3902;Cousin;17/10/2011;2011;SXX 0460;13/11/2016;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;3;;;;;2;;;;3;4;2;HB
