;;;;;;;;;;;;;;;;;;;Nests Laid on Cousin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;30;53;0;136;114;131;182;209;112;102;594;590;543;376;781;349;439;541;571;583;568;495;492;551;386;266;85;360;246;;;;
SEY 6125;SEY 6126;SEY 6125;SEY 6126;Cousin;21/11/2002;2002;;;;;;;;;;;;;;;;;;;2;;;;6;;;;;2;;;;;;;;;;;;;;3;6;2;HB
SEY 6151;SEY 6152;SEY 6151;SEY 6152;Cousin;26/12/2002;2002;;;;;;;;;;;;;;;;;;;1;;;;1;;;;1;;;;;;;;;;;;;;;3;1;1;HB
SEY 6153;SEY 6154;SEY 6153;SEY 6154;Cousin;26/12/2002;2002;;;;;;;;;;;;;;;;;;;1;;;;5;;;;1;;;;;;;;;;;;;;;3;5;1;HB
SCA 3454;SEY 4291;SEY 4296;SEY 4291;Cousine;05/11/2002;2002;SCA 3454;19/11/2010;;;;;;;;;;;;;;;;;2;;;;;3;;;2;;;;;;;;;;;;;;;3;3;2;HB
SEY 4279;SEY 4280;SEY 4279;SEY 4280;Cousine;24/09/2002;2002;;;;;;;;;;;;;;;;;;;1;;;;5;;;;;2;;;;;4;;;;;;;;;4;5;1;HB
SEY 6119;SEY 6120;SEY 6119;SEY 6120;Cousin;19/11/2002;2002;;;;;;;;;;;;;;;;;;;1;;;;2;;;;;1;;;;;4;;;;;;;;2;5;4;1;HB
SEY 6129;SEY 6130;SEY 6129;SEY 6130;Cousin;22/11/2002;2002;;;;;;;;;;;;;;;;;;;3;;;;5;;;;;;;2;;;;;;3;;;;;;4;5;2;HB
SEY 6267;SEY 6268;SEY 6267;SEY 6268;Cousine;11/12/2002;2002;;;;;;;;;;;;;;;;;;;1;;;;2;;;;3;;;4;;;;;;;;;;;;4;4;1;HB
SEY 6159;SEY 6160;SEY 6159;SEY 6160;Cousin;29/12/2002;2002;;;;;;;;;;;;;;;;;;;1;;;;2;;;;1;;;;3;;;;;;;;;;;4;3;1;HB
SEY 6101;SEY 6102;SEY 6101;SEY 6102;Cousin;16/10/2002;2002;;;;;;;;;;;;;;;;;;;2;;;;3;;;3;;;;;3;;;;;;;;;;;4;3;2;HB
SEY 6103;SXX 3429;SEY 6103;SEY 6104;Cousin;07/11/2002;2002;;;SCA 1323;13/11/2008;;;SXX 3429;01/12/2022;;;;;;;;;;;4;;;1;;;4;;;3;;;4;;;;;;;;2;;;6;4;1;HB
SEY 6113;SEY 6114;SEY 6113;SEY 6114;Cousin;16/11/2002;2002;;;;;;;;;;;;;;;;;;;1;;;1;;1;;;1;;;;;2;;;;;;;;;2;6;2;1;HB
SEY 6218;SEY 6217;SEY 6218;SEY 6217;Cousine;19/12/2002;2002;;;;;;;;;;;;;;;;;;;1;;;;;4;;;3;;;2;;;3;;;;;;;;;5;4;1;HB
SEY 6224;SEY 6225;SEY 6224;SEY 6225;Cousine;24/12/2002;2002;;;;;;;;;;;;;;;;;;;2;;2;;3;;;3;;;1;;;1;;;;;;;;;;6;3;1;HB
SEY 6295;SEY 6296;SEY 6295;SEY 6296;Cousine;26/12/2002;2002;;;;;;;;;;;;;;;;;;;;1;;1;;2;;;2;;1;;;1;;;3;;;;;;;7;3;1;HB
SEY 6111;SEY 6112;SEY 6111;SEY 6112;Cousin;16/11/2002;2002;;;;;;;;;;;;;;;;;;;1;;3;;2;;1;;1;;;2;;;2;;;2;;;1;;;9;3;1;HB
SXX 1039;SXX 1038;SEY 6109;SEY 6110;Cousin;16/11/2002;2002;SXX 1039;20/11/2017;SXX 1038;20/11/2017;;;;;;;;;;;;;;;1;;;1;;3;;1;;2;;4;;2;;3;;;2;;;;;9;4;1;HB
SEY 6131;SCA 3315;SEY 6131;SEY 6132;Cousin;22/11/2002;2002;;;SCA 3315;;;;;;;;;;;;;;;;1;;2;;4;;2;;2;;1;;;2;;;;1;;;;;;8;4;1;HB
SEY 0212;SEY 5030;SEY 0212;SEY 0211;Cousin;04/10/2002;2002;;;SEY 5030;;;;;;;;;;;;;;;1;2;1;;;4;;1;;1;;1;;1;;2;;;3;;;;;;10;4;1;HB
SEY 5082;SCA 1202;SEY 5082;SEY 5083;Cousin;15/01/2002;2002;;;SCA 1202;09/12/2007;;;;;;;;;;;;;;3;;1;;2;;4;;2;;2;;3;;1;;3;;1;;;;;;10;4;1;HB
SEY 6608;SEY 6609;SEY 6608;SEY 6609;Cousin;;2003;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 6699;SEY 6700;SEY 6699;SEY 6700;Cousin;;2003;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 6164;SEY 6165;SEY 6164;SEY 6165;Cousin;06/01/2003;2003;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 6168;SEY 6169;SEY 6168;SEY 6169;Cousin;06/01/2003;2003;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 6177;SEY 6178;SEY 6177;SEY 6178;Cousin;21/01/2003;2003;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 6183;SEY 6184;SEY 6183;SEY 6184;Cousin;23/01/2003;2003;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 6185;SEY 6186;SEY 6185;SEY 6186;Cousin;01/02/2003;2003;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 6236;SEY 9708;SXX 3413;SEY 5090;Cousin;21/09/2003;2003;SEY 6236;10/11/2003;SEY 9708;28/10/2006;;;;;;;;;;;;;;;;2;;;2;;2;;3;;2;;;4;;3;;1;;;3;;2;10;4;1;HB
SEY 6602;SEY 6603;SEY 6602;SEY 6603;Cousin;14/10/2003;2003;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 6607;SEY 6606;SEY 6607;SEY 6606;Cousin;21/10/2003;2003;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;1;2;2;HB
SEY 5091;SEY 5092;SEY 5091;SEY 5092;Cousin;28/10/2003;2003;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;1;3;3;HB
SEY 6610;SEY 6611;SEY 6610;SEY 6611;Cousin;04/11/2003;2003;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 6612;SEY 6613;SEY 6612;SEY 6613;Cousin;07/11/2003;2003;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;1;3;3;HB
SEY 6615;SEY 6616;SEY 6615;SEY 6616;Cousin;07/11/2003;2003;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;1;3;3;HB
SEY 6617;SEY 6618;SEY 6617;SEY 6618;Cousin;10/11/2003;2003;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;1;3;3;HB
SEY 6242;SEY 6241;SEY 6242;SEY 6241;Cousine;22/11/2003;2003;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 6625;SEY 6626;SEY 6625;SEY 6626;Cousin;27/11/2003;2003;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 6641;SEY 6642;SEY 6641;SEY 6642;Cousin;16/12/2003;2003;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 6291;SEY 6292;SEY 6291;SEY 6292;Cousine;21/12/2003;2003;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 6162;SEY 6161;SEY 6162;SEY 6161;Cousin;01/01/2003;2003;;;;;;;;;;;;;;;;;;;1;;;;;;;;3;;;;;;;;;;1;;;;;3;3;1;HB
SEY 6166;SEY 6167;SEY 6166;SEY 6167;Cousin;06/01/2003;2003;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;2;1;1;HB
SEY 6191;SEY 6192;SEY 6191;SEY 6192;Cousin;11/01/2003;2003;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;2;1;1;HB
SEY 6604;SEY 6605;SEY 6604;SEY 6605;Cousin;17/10/2003;2003;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;2;1;1;HB
SEY 6215;SEY 6253;SEY 6215;SEY 6253;Cousine;24/10/2003;2003;;;;;;;;;;;;;;;;;;;;1;;;;;3;;;;;;;;;;;;;;;;;2;3;1;HB
SEY 5098;SEY 5097;SEY 5098;SEY 5097;Cousin;30/10/2003;2003;;;;;;;;;;;;;;;;;;;;2;;;3;;;;;;;;;;;;;;;;;;;2;3;2;HB
SEY 6621;SEY 6622;SEY 6621;SEY 6622;Cousin;19/11/2003;2003;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;2;1;1;HB
SEY 6281;SEY 6282;SEY 6281;SEY 6282;Cousine;06/12/2003;2003;;;;;;;;;;;;;;;;;;;;;;;3;;;;4;;;;;;;;;;;;;;;2;4;3;HB
SEY 6643;SEY 6644;SEY 6643;SEY 6644;Cousin;18/12/2003;2003;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;2;;;;3;2;1;HB
SEY 6662;SEY 6663;SEY 6662;SEY 6663;Cousin;27/12/2003;2003;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;2;1;1;HB
SCA 8849;SEY 6924;SEY 6925;SEY 6924;Cousine;;2003;SCA 8849;11/06/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;3;;;3;;;;2;;4;4;2;HB
SEY 6638;SEY 6639;SEY 6638;SEY 6639;Cousin;;2003;;;;;;;;;;;;;;;;;;;2;;;1;;;3;;;;;;;;;;;;;;;;;3;3;1;HB
SEY 6653;SEY 6652;SEY 6653;SEY 6652;Cousin;;2003;;;;;;;;;;;;;;;;;;;;1;;;4;;;;4;;;;;;;;;;;;;;1;4;4;1;HB
SEY 6171;SEY 6172;SEY 6171;SEY 6172;Cousin;09/01/2003;2003;;;;;;;;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;3;1;1;HB
SEY 6187;SEY 6188;SEY 6187;SEY 6188;Cousin;04/02/2003;2003;;;;;;;;;;;;;;;;;;;1;;;;;4;;;;;;;1;;;;;;;;;;;3;4;1;HB
SEY 6193;SEY 6194;SEY 6193;SEY 6194;Cousin;11/02/2003;2003;;;;;;;;;;;;;;;;;;;2;;;;;;4;;4;;;;;;;;;;;;;;;3;4;2;HB
SEY 6619;SEY 6620;SEY 6619;SEY 6620;Cousin;11/11/2003;2003;;;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;;1;;;;;;;;;;;3;2;1;HB
SEY 6283;SEY 6284;SEY 6283;SEY 6284;Cousine;07/12/2003;2003;;;;;;;;;;;;;;;;;;;;;;;;4;;;4;;;5;;;;4;;;;;;;;3;5;4;HB
SEY 6293;SEY 6294;SEY 6293;SEY 6294;Cousine;25/12/2003;2003;;;;;;;;;;;;;;;;;;;;;;1;;4;;;4;;;;;;;;;;;;;;;3;4;1;HB
SEY 5094;SEY 5095;SEY 5094;SEY 5095;Cousin;29/10/2003;2003;;;;;;;;;;;;;;;;;;;;1;;;2;;;1;;;;;;;;;;;;;;;;3;2;1;HB
SEY 6230;SEY 6232;SEY 6230;SEY 6232;Cousine;04/11/2003;2003;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;2;;;;2;;;;;;;;;4;2;1;HB
SEY 6239;SEY 6240;SEY 6239;SEY 6240;Cousine;20/11/2003;2003;;;;;;;;;;;;;;;;;;;;3;;;4;;;1;;;;;2;;;;;;;;;;;4;4;1;HB
SEY 6246;SEY 6248;SEY 6246;SEY 6248;Cousine;25/11/2003;2003;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;1;;;1;;;;;;;;;;;4;1;1;HB
SEY 6247;SEY 6249;SEY 6247;SEY 6249;Cousine;04/12/2003;2003;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;2;;;;1;;;;;;;;;;4;2;1;HB
SEY 6647;SEY 6648;SEY 6647;SEY 6648;Cousin;23/12/2003;2003;;;;;;;;;;;;;;;;;;;;3;;;;4;;;;3;;;;;;;;3;;;;;;4;4;3;HB
SEY 6636;SEY 6637;SEY 6636;SEY 6637;Cousin;;2003;;;;;;;;;;;;;;;;;;;1;;;;1;;;3;;1;;;1;;;;;;;;;;;5;3;1;HB
SEY 6628;SEY 6629;SEY 6628;SEY 6629;Cousin;;2003;;;;;;;;;;;;;;;;;;;1;1;;;2;;;5;;;4;;;;;;;;;;;;;5;5;1;HB
SEY 6173;SEY 6174;SEY 6173;SEY 6174;Cousin;13/01/2003;2003;;;;;;;;;;;;;;;;;;;1;;;;;;2;;;;2;;;3;;;4;;;;;;;5;4;1;HB
SEY 6179;SCA 1101;SEY 6179;SEY 6180;Cousin;22/01/2003;2003;;;SCA 1101;01/11/2007;;;;;;;;;;;;;;;2;;;2;;4;1;;;3;;;;;;;;;;;;;;5;4;1;HB
SEY 6250;SEY 6276;SEY 6250;SEY 6276;Cousine;04/12/2003;2003;;;;;;;;;;;;;;;;;;;;1;;;;2;;;2;;;;;2;;;;2;;;;;;5;2;1;HB
 SEY 6189 ; SEY 6190 ; SEY 6189 ; SEY 6190 ; Cousin ;;2003;;;;;;;;;;;;;;;;;;;2;;;;;;4;;;3;;;4;;;;4;;;;;;;5;4;2;HB
SXX 0517;SEY 6632;SEY 6630;SEY 6631;Cousin;;2003;SEY 6634;13/11/2004;SEY 6632;13/11/2004;SXX 0517;23/10/2017;;;;;;;;;;;;;;1;1;;;;;;3;;;4;;4;;4;;;1;;;4;;8;4;1;HB
SEY 6623;SEY 6624;SEY 6623;SEY 6624;Cousin;22/11/2003;2003;;;;;;;;;;;;;;;;;;;;2;;;5;;3;;;3;;;5;;;4;;;3;;;;2;8;5;2;HB
SEY 6660;SEY 6661;SEY 6660;SEY 6661;Cousin;27/12/2003;2003;;;;;;;;;;;;;;;;;;;;1;;;2;;;3;;;4;;;6;;;4;;;;;;;6;6;1;HB
SEY 5099;SEY 5100;SEY 5099;SEY 5100;Cousin;04/11/2003;2003;;;;;;;;;;;;;;;;;;;;4;;1;;4;;2;;3;;4;;3;;3;;;1;;;1;;10;4;1;HB
SEY 6645;SEY 6646;SEY 6645;SEY 6646;Cousin;23/12/2003;2003;;;;;;;;;;;;;;;;;;;;1;;;;1;;1;;2;;2;;4;;1;;1;;;;;;8;4;1;HB
SEY 6996;SEY 6997;SEY 6996;SEY 6997;Cousine;;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;HB
SEY 6956;;SEY 6956;;Cousine;;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;1;1;HB
SCA 9855;SEY 7510;;SEY 7510;"Curieuse?; No record";;2004;SCA 9855;03/12/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;1;1;HB
E 3215;E 3214;E 3215;E 3214;Praslin Lemuria;;2004;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 7559;SEY 7558;SEY 7559;SEY 7558;Curieuse;;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SEY 7595;SEY 7596;SEY 7595;SEY 7596;Curieuse;;2004;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 6650;SEY 6651;SEY 6650;SEY 6651;Cousin;27/01/2004;2004;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;1;2;2;HB
SEY 6917;SEY 6918;SEY 6917;SEY 6918;Cousine;19/10/2004;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;1;HB
SCA 1162;SEY 6686;SEY 6685;SEY 6686;Cousin;31/10/2004;2004;SCA 1162;13/11/2007;;;;;;;;;;;;;;;;;;;1;;;2;;;;;;;;;;;;;;;;;1;3;2;1;HB
SEY 7946;SEY 7944;SEY 7946;SEY 7944;Aride;;2004;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;2;1;1;HB
E 3205;E 3206;E 3205;E 3206;Praslin Lemuria;;2004;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;2;1;1;HB
SEY 7923;SEY 7922;SEY 7923;SEY 7922;Aride;;2004;;;;;;;;;;;;;;;;;;;;;;;;;4;;1;;;;;;;;;;;;;;;2;4;1;HB
SEY 6683;SEY 6684;SEY 6683;SEY 6684;Cousin;30/10/2004;2004;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;;;;;;;2;2;2;HB
SEY 6689;SEY 6690;SEY 6689;SEY 6690;Cousin;09/11/2004;2004;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;2;1;1;HB
SEY 6691;SEY 6692;SEY 6691;SEY 6692;Cousin;10/11/2004;2004;;;;;;;;;;;;;;;;;;;;;1;;;;3;;;;;;;;;;;;;;;;;2;3;1;HB
SEY 6664;SEY 6665;SEY 6664;SEY 6665;Cousin;08/01/2004;2004;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;;;4;;;;;;;;;;;;3;4;1;HB
SEY 6673;SEY 6674;SEY 6673;SEY 6674;Cousin;05/10/2004;2004;;;;;;;;;;;;;;;;;;;;;2;;;4;;;;;;;5;;;;;;;;;;;3;5;2;HB
SEY 6915;SEY 6914;SEY 6915;SEY 6914;Cousine;06/10/2004;2004;;;;;;;;;;;;;;;;;;;;;1;;;3;;;1;;;;;;;;;;;;;;;3;3;1;HB
SEY 6920;SEY 6921;SEY 6920;SEY 6921;Cousine;23/10/2004;2004;;;;;;;;;;;;;;;;;;;;;1;;;3;;;;;;4;;;;;;;;;;;;3;4;1;HB
SCA 3809;SEY 6655;SEY 6654;SEY 6655;Cousin;18/02/2004;2004;SEY 6666;18/02/2004;;;SCA 3809;20/01/2011;;;;;;;;;;;;;;2;;;;2;;;4;;;;;;;;;;1;;;;;4;4;1;HB
SEY 6671;SEY 6672;SEY 6671;SEY 6672;Cousin;04/10/2004;2004;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;;1;1;;;;;;;;;;;4;2;1;HB
SEY 6953;SEY 6954;SEY 6953;SEY 6954;Cousine;18/12/2004;2004;;;;;;;;;;;;;;;;;;;;;;;;4;;;;3;;;;5;;;;2;;;;;;4;5;2;HB
SEY 6299;SEY 6300;SEY 6299;SEY 6300;Cousine;10/01/2004;2004;;;;;;;;;;;;;;;;;;;;1;;1;;;4;;3;;;;;;;;;4;;;;;;5;4;1;HB
SEY 6945;SCA 3453;SEY 6945;SEY 6946;Cousine;03/12/2004;2004;;;SCA 3453;17/11/2010;;;;;;;;;;;;;;;;;1;;;4;;;4;;;5;;;3;;;;;;;;;5;5;1;HB
SEY 7580;SEY 7581;SEY 7580;SEY 7581;Curieuse;;2004;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;1;;;2;;;5;;;;;1;;;6;5;1;HB
SEY 6910;SEY 6911;SEY 6910;SEY 6911;Cousine;09/02/2004;2004;;;;;;;;;;;;;;;;;;;;2;;;;3;;1;;5;;3;;;;;;;2;;;;;6;5;1;HB
SEY 6669;SEY 6670;SEY 6669;SEY 6670;Cousin;05/03/2004;2004;;;;;;;;;;;;;;;;;;;;1;;;;4;;3;;3;;;4;;;;;;;;;;;5;4;1;HB
SEY 6658;SEY 6659;SEY 6658;SEY 6659;Cousin;16/08/2004;2004;;;;;;;;;;;;;;;;;;;;;1;;;4;;;1;;;2;;;;;2;;;;;;;5;4;1;HB
E 2845;E 2844;E 2845;E 2844;Aride;15/12/2004;2004;;;;;;;;;;;;;;;;;;;;;;;;4;;5;;;4;;5;;;;3;;;;;2;;6;5;2;HB
SCA 3481;SEY 6688;SEY 6687;SEY 6688;Cousin;06/11/2004;2004;SCA 3481;29/11/2010;;;;;;;;;;;;;;;;;;;2;;;3;;;2;;;1;;;;;;4;;5;1;;;7;5;1;HB
SEY 6676;SCA 2691;SEY 6676;SEY 6677;Cousin;20/10/2004;2004;;;SCA 2691;09/11/2010;;;;;;;;;;;;;;;;;3;;;3;;;4;;;3;;;5;;;;2;;;3;;7;5;2;HB
SEY 6697;SEY 6698;SEY 6697;SEY 6698;Cousin;14/11/2004;2004;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;2;;2;;;2;;;3;;;4;;;;8;4;1;HB
SEY 6695;SEY 6696;SEY 6695;SEY 6696;Cousin;13/11/2004;2004;;;;;;;;;;;;;;;;;;;;;1;;4;;5;;3;;2;;;2;;;;4;;;;;2;8;5;1;HB
SEY 6668;SEY 6667;SEY 6668;SEY 6667;Cousin;05/03/2004;2004;;;;;;;;;;;;;;;;;;;;1;;;1;;1;;1;;3;;3;;2;;3;;;;;2;;9;3;1;HB
SEY 6680;SEY 6681;SEY 6680;SEY 6681;Cousin;26/10/2004;2004;;;;;;;;;;;;;;;;;;;;;3;;3;;3;;1;;2;;3;;4;;;4;;;1;;;9;4;1;HB
SCA 6163;;SCA 6163;;Aldabra;;2005;SCA 6163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;1;1;HB
SEY 7957;SEY 7958;SEY 7957;SEY 7958;Praslin MENR;;2005;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;1;1;HB
SXX 2530;SEY 7986;;SEY 7986;Aride?;;2005;SXX 2530;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;1;2;2;HB
SEY 7989;SEY 7988;SEY 7989;SEY 7988;Aride?;;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;1;3;3;HB
SEY 8714;SEY 8713;SEY 8714;SEY 8713;Cousine;;2005;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 7999;SEY 7998;SEY 7999;SEY 7998;Aride;;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;1;1;HB
SEY 8871;SEY 8870;SEY 8871;SEY 8870;Mahe South;;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;6;;;5;;;1;4;6;1;HB
SEY 6959;SEY 6960;SEY 6959;SEY 6960;Cousine;01/01/2005;2005;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;2;;;;;;1;3;2;1;HB
SEY 8601;SEY 8602;SEY 8601;SEY 8602;Cousin;14/12/2005;2005;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;2;1;1;HB
SEY 6967;SEY 6966;SEY 6967;SEY 6966;Cousine;14/01/2005;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;3;;;;;;;;;;;;;2;4;3;HB
SXX 1773;SCA 7601;SEY 8770;;Cousine;;2005;SXX 1773;04/11/2019;SCA 7601;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;3;;;5;;1;3;;;5;5;1;HB
SEY 6931;SEY 6932;SEY 6931;SEY 6932;Cousine;10/11/2005;2005;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;1;;;;;;;;;;1;4;2;1;HB
SEY 6933;SEY 6934;SEY 6933;SEY 6934;Cousine;13/11/2005;2005;;;;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;1;;;;;;;;;;;3;2;1;HB
SEY 6988;SCA 7057;SEY 6988;SEY 6987;Cousine;27/11/2005;2005;;;SCA 7057;28/11/2013;;;;;;;;;;;;;;;;;;;;;1;;;;;3;;;;;3;;;;;;;3;3;1;HB
SEY 6972;SCA 7104;SEY 6972;SEY 6973;Cousine;24/10/2005;2005;;;SCA 7104;20/09/2013;;;;;;;;;;;;;;;;;;;;2;;;;1;;2;;;;;;;;;;;;3;2;1;HB
SEY 6923;SEY 6930;SEY 6923;SEY 6927;Cousine;04/11/2005;2005;;;SEY 6930;06/11/2005;;;;;;;;;;;;;;;;;;;;2;;1;;;1;;;2;;;;;;;;;;4;2;1;HB
SXX 2804;SXX 2805;SEY 8626;SEY 8627;Cousin;;2005;SCA 3955;29/11/2011;SXX 2805;25/12/2020;SXX 2804;25/12/2020;;;;;;;;;;;;;;;;;;4;;1;;3;;;3;;;2;;;2;;;;;6;4;1;HB
SXX 4465;SXX 4463;SEY 6968;SEY 6969;Cousine;26/02/2005;2005;SXX 4465;23/01/2024;SXX 4463;23/01/2024;;;;;;;;;;;;;;;;;;;;3;;;5;;;3;;;3;;;2;;;;2;;6;5;2;HB
SEY 7940;SEY 7939;SEY 7940;SEY 7939;Cousine;13/12/2005;2005;;;;;;;;;;;;;;;;;;;;;;;;4;;5;;3;;3;;5;;3;;;;;;;;6;5;3;HB
SEY 7948;SEY 7947;SEY 7948;SEY 7947;Aride;29/12/2005;2005;;;;;;;;;;;;;;;;;;;;;;1;;4;;5;;;;4;;5;;;;;;;;;;5;5;1;HB
SXX 2818;SXX 2836;SEY 7943;SEY 7941;Cousine;14/12/2005;2005;SXX 2818;05/01/2021;SXX 2836;05/01/2021;;;;;;;;;;;;;;;;;;;;4;;4;;3;;3;;5;;;4;;4;;;;;7;5;3;HB
SCA 3471;SEY 6657;SEY 6656;SEY 6657;Cousin;15/03/2005;2005;SCA 3471;07/12/2010;;;;;;;;;;;;;;;;;;;1;;;3;;;1;;2;;2;;;3;;;1;;;1;;8;3;1;HB
SEY 6938;SEY 6940;SEY 6938;SEY 6940;Cousine;24/11/2005;2005;;;;;;;;;;;;;;;;;;;;;;;3;;;4;;4;;3;;2;;;4;;;;;;;6;4;2;HB
SCA 9859;SEY 8606;SEY 8605;SEY 8606;Cousin;19/12/2005;2005;SCA 9859;21/11/2015;;;;;;;;;;;;;;;;;;;;1;;4;;4;;2;;2;;2;;;;1;;;;;;7;4;1;HB
SEY 9643;SEY 9644;SEY 9643;SEY 9644;Aride;;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;1;1;HB
SEY 9957;SEY 9958;SEY 9957;SEY 9958;Cousin;;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;1;2;2;HB
SEY 8933;SEY 8932;SEY 8933;SEY 8932;Bird;;2006;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 9619;SEY 9620;SEY 9619;SEY 9620;Aride;;2006;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 9786;SEY 7554;;SEY 7554;Curieuse;;2006;SEY 9786;06/11/2006;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;1;2;2;HB
SEY 9874;SEY 9875;SEY 9874;SEY 9875;North Island;;2006;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;1;1;HB
SEY 9974;SEY 9975;SEY 9974;SEY 9975;Cousin;;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;1;1;1;HB
